Country,Doc Code,Doc Title,Top Group,Asset Element,Variant / Type,Asset Name,Permitted Materials (England),NH References,Uniclass_Co_Code,Uniclass_Co_Desc,Uniclass_En_Code,Uniclass_En_Desc,Uniclass_SL_Code,Uniclass_SL_Desc,Uniclass_EF_Code,Uniclass_EF_Desc,Uniclass_Ss_Code,Uniclass_Ss_Desc,Uniclass_Pr_Code,Uniclass_Pr_Desc
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Paving,concrete flags,Paving - concrete flags,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Paving,natural stone flags,Paving - natural stone flags,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Paving,block paving,Paving - block paving,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Paving,asphalt footway,Paving - asphalt footway,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Tactile paving,blister,Tactile paving - blister,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Tactile paving,corduroy,Tactile paving - corduroy,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 207,"Footway, cycle track, paved area, kerb & steps",Footways & Kerbs,Tactile paving,lozenge,Tactile paving - lozenge,"Kerbs (HB2, SP), edgings, paving flags, tactile paving; BS EN 1340/1339/1338",CD 534; CD 239 (Kerbs & Footways),Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_05_06,Asphalt concrete paving systems,Pr_25_93_45_18,Concrete kerbs
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,VRS,steel barrier,VRS - steel barrier,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,VRS,concrete barrier,VRS - concrete barrier,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_30_14_15_16,Concrete paving systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,VRS,wire rope,VRS - wire rope,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,VRS,end terminals,VRS - end terminals,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Parapets,steel,Parapets - steel,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Parapets,aluminium,Parapets - aluminium,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Parapets,stainless,Parapets - stainless,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Parapets,composite,Parapets - composite,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Crash cushions,gating,Crash cushions - gating,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Crash cushions,non-gating,Crash cushions - non-gating,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Legacy VRS,N2 profiles,Legacy VRS - N2 profiles,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Legacy VRS,legacy posts,Legacy VRS - legacy posts,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Temporary VRS,steel barrier,Temporary VRS - steel barrier,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 400,Permanent Road Restraint Systems,Road Restraint Systems,Temporary VRS,water filled,Temporary VRS - water filled,Road restraint: VRS BS EN 1317; parapets BS EN 1317-5,CD 226; BS EN 1317,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,VRS,steel barrier,VRS - steel barrier,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_06,Barrier rails and posts
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,VRS,concrete barrier,VRS - concrete barrier,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_30_14_15_16,Concrete paving systems,Pr_25_10_77_06,Barrier rails and posts
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,VRS,wire rope,VRS - wire rope,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,VRS,end terminals,VRS - end terminals,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Parapets,steel,Parapets - steel,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Parapets,aluminium,Parapets - aluminium,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Parapets,stainless,Parapets - stainless,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Parapets,composite,Parapets - composite,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_62,Vehicle safety parapets
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Crash cushions,gating,Crash cushions - gating,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Crash cushions,non-gating,Crash cushions - non-gating,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Legacy VRS,N2 profiles,Legacy VRS - N2 profiles,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Legacy VRS,legacy posts,Legacy VRS - legacy posts,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Temporary VRS,steel barrier,Temporary VRS - steel barrier,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_25_10,External walls and barriers,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_06,Barrier rails and posts
England,CC/CP 401,Permanent Legacy Road Restraint Systems,Road Restraint Systems,Temporary VRS,water filled,Temporary VRS - water filled,Legacy VRS components,CD 226; Legacy VRS manuals,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 402,Temporary vehicle restraint systems,Temporary Safety Systems,Governance requirement,spec/procedure,Governance requirement - spec/procedure,Temporary VRS: BS EN 1317 tested barriers and cushions,CD 226; Temporary VRS guidance,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_25_16_94,Vehicle restraint systems,Pr_25_10_77_06,Barrier rails and posts
England,CC/CP 481,Minor Structures,Structures,Concrete works,in-situ deck,Concrete works - in-situ deck,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 481,Minor Structures,Structures,Concrete works,precast beams,Concrete works - precast beams,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 481,Minor Structures,Structures,Concrete works,abutments,Concrete works - abutments,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 481,Minor Structures,Structures,Concrete works,piers,Concrete works - piers,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 481,Minor Structures,Structures,Concrete works,foundations,Concrete works - foundations,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 481,Minor Structures,Structures,Steelwork,main girders,Steelwork - main girders,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Steelwork,cross girders,Steelwork - cross girders,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Steelwork,bracing,Steelwork - bracing,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Steelwork,diaphragms,Steelwork - diaphragms,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Waterproofing,SPS membranes,Waterproofing - SPS membranes,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 481,Minor Structures,Structures,Waterproofing,sheet,Waterproofing - sheet,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 481,Minor Structures,Structures,Waterproofing,spray applied,Waterproofing - spray applied,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_32_10_45_90,Bridge deck waterproofing systems,,
England,CC/CP 481,Minor Structures,Structures,Coatings,surface prep,Coatings - surface prep,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Coatings,zinc primer,Coatings - zinc primer,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Coatings,epoxy build,Coatings - epoxy build,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Coatings,polyurethane finish,Coatings - polyurethane finish,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Bearings,pot,Bearings - pot,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 481,Minor Structures,Structures,Bearings,elastomeric,Bearings - elastomeric,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 481,Minor Structures,Structures,Bearings,spherical,Bearings - spherical,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 481,Minor Structures,Structures,Bearings,sliding,Bearings - sliding,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 481,Minor Structures,Structures,Expansion joints,modular,Expansion joints - modular,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 481,Minor Structures,Structures,Expansion joints,elastomeric,Expansion joints - elastomeric,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_65_95_30,Bridge expansion joint systems,,
England,CC/CP 481,Minor Structures,Structures,Expansion joints,asphaltic plug,Expansion joints - asphaltic plug,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 481,Minor Structures,Structures,Masonry,brick,Masonry - brick,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Masonry,block,Masonry - block,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Masonry,stone,Masonry - stone,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Masonry,cladding,Masonry - cladding,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,,,,
England,CC/CP 481,Minor Structures,Structures,Minor structures,gantry foundations,Minor structures - gantry foundations,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,,,,
England,CC/CP 481,Minor Structures,Structures,Minor structures,CCTV mast bases,Minor structures - CCTV mast bases,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,,,,
England,CC/CP 481,Minor Structures,Structures,Minor structures,sign supports,Minor structures - sign supports,,,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_40_10_90_72,Road traffic signage systems,Pr_70_75_72_30,Fixed vertical road traffic signs
England,CC/CP 482,Structural concrete,Structures,Concrete works,in-situ deck,Concrete works - in-situ deck,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Concrete works,precast beams,Concrete works - precast beams,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Concrete works,abutments,Concrete works - abutments,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Concrete works,piers,Concrete works - piers,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Concrete works,foundations,Concrete works - foundations,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Steelwork,main girders,Steelwork - main girders,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Steelwork,cross girders,Steelwork - cross girders,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Steelwork,bracing,Steelwork - bracing,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Steelwork,diaphragms,Steelwork - diaphragms,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Waterproofing,SPS membranes,Waterproofing - SPS membranes,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Waterproofing,sheet,Waterproofing - sheet,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Waterproofing,spray applied,Waterproofing - spray applied,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Coatings,surface prep,Coatings - surface prep,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Coatings,zinc primer,Coatings - zinc primer,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Coatings,epoxy build,Coatings - epoxy build,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Coatings,polyurethane finish,Coatings - polyurethane finish,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Bearings,pot,Bearings - pot,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 482,Structural concrete,Structures,Bearings,elastomeric,Bearings - elastomeric,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 482,Structural concrete,Structures,Bearings,spherical,Bearings - spherical,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 482,Structural concrete,Structures,Bearings,sliding,Bearings - sliding,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,Pr_41_25_26_67,Pot bearings
England,CC/CP 482,Structural concrete,Structures,Expansion joints,modular,Expansion joints - modular,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Expansion joints,elastomeric,Expansion joints - elastomeric,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Expansion joints,asphaltic plug,Expansion joints - asphaltic plug,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,EF_20,Structural elements,Ss_30_14_05_06,Asphalt concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Masonry,brick,Masonry - brick,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
England,CC/CP 482,Structural concrete,Structures,Masonry,block,Masonry - block,"Structural concrete: C30/37–C50/60; BS EN 206, BS 8500; reinforcement B500B",CD 350; CD 368,Co_80_35_75,Road networks,En_80_35_74,Roads,SL_80_35,Road spaces,,,Ss_30_14_15_16,Concrete paving systems,,
